ID,membership,split,amounts,note
MS_1_904_sub201_13_38_male_MSfMRI.txt,1,1,0,inF6_6
MS_11_909_sub211_15_23_male_MSfMRI.txt,1,1,0,inF6_6
MS_13_916_sub213_14_10_male_MSfMRI.txt,1,1,0,inF6_6
MS_16_913_sub216_13_26_male_MSfMRI.txt,1,1,0,inF6_6
MS_17_920_sub217_15_17_male_MSfMRI.txt,1,1,0,inF6_6
MS_19_917_sub219_13_16_male_MSfMRI.txt,1,1,0,inF6_6
MS_21_924_sub221_13_20_male_MSfMRI.txt,1,1,0,inF6_6
MS_24_921_sub224_14_18_male_MSfMRI.txt,1,1,0.1111,inF6_6
MS_26_928_sub226_16_9_male_MSfMRI.txt,1,1,0,inF6_6
MS_28_925_sub228_16_10_male_MSfMRI.txt,1,1,0,inF6_6
MS_3_901_sub203_15_22_male_MSfMRI.txt,1,1,0,inF6_6
MS_30_932_sub230_10_22_male_MSfMRI.txt,1,1,0,inF6_6
MS_32_929_sub232_14_23_male_MSfMRI.txt,1,1,0,inF6_6
MS_36_933_sub236_15_20_male_MSfMRI.txt,1,1,0,inF6_6
MS_39_937_sub239_14_14_male_MSfMRI.txt,1,1,0,inF6_6
MS_40_936_sub240_16_8_male_MSfMRI.txt,1,1,0,inF6_6
MS_5_908_sub205_15_10_male_MSfMRI.txt,1,1,0.3333,inF6_6
MS_8_905_sub208_16_19_male_MSfMRI.txt,1,1,0,inF6_6
MS_9_912_sub209_16_6_male_MSfMRI.txt,1,1,0,inF6_6
NA_10_915_sub110_16_43_female_MSfMRI.txt,1,1,0,inF6_6
NA_10_915_sub210_13_13_male_MSfMRI.txt,1,1,0,inF6_6
NA_12_910_sub112_13_11_female_MSfMRI.txt,1,1,0,inF6_6
NA_12_910_sub212_13_30_male_MSfMRI.txt,1,1,0,inF6_6
NA_14_914_sub114_14_5_female_MSfMRI.txt,1,1,0.7778,inF6_6
NA_14_914_sub214_14_22_male_MSfMRI.txt,1,1,0,inF6_6
NA_15_911_sub115_15_54_female_MSfMRI.txt,1,1,0,inF6_6
NA_18_923_sub118_11_10_female_MSfMRI.txt,1,1,0.1111,inF6_6
NA_18_923_sub218_16_12_male_MSfMRI.txt,1,1,0.1111,inF6_6
NA_2_907_sub102_13_2_female_MSfMRI.txt,1,1,0,inF6_6
NA_2_907_sub202_14_24_male_MSfMRI.txt,1,1,0,inF6_6
NA_20_918_sub120_13_46_female_MSfMRI.txt,1,1,0.1111,inF6_6
NA_20_918_sub220_14_12_male_MSfMRI.txt,1,1,0,inF6_6
NA_22_922_sub122_15_27_female_MSfMRI.txt,1,1,0.1111,inF6_6
NA_22_922_sub222_13_22_male_MSfMRI.txt,1,1,0,inF6_6
NA_23_919_sub223_14_17_male_MSfMRI.txt,1,1,0,inF6_6
NA_25_931_sub125_13_15_female_MSfMRI.txt,1,1,2.3333,inF6_6
NA_25_931_sub225_15_12_male_MSfMRI.txt,1,1,0,inF6_6
NA_27_926_sub127_13_54_female_MSfMRI.txt,1,1,0.1111,inF6_6
NA_27_926_sub227_15_14_male_MSfMRI.txt,1,1,0,inF6_6
NA_29_930_sub129_14_45_female_MSfMRI.txt,1,1,0,inF6_6
NA_29_930_sub229_13_27_male_MSfMRI.txt,1,1,0,inF6_6
NA_31_927_sub131_14_55_female_MSfMRI.txt,1,1,0,inF6_6
NA_31_927_sub231_9_21_male_MSfMRI.txt,1,1,0,inF6_6
NA_33_939_sub133_14_7_female_MSfMRI.txt,1,1,0,inF6_6
NA_33_939_sub233_11_21_male_MSfMRI.txt,1,1,0,inF6_6
NA_35_935_sub135_16_36_female_MSfMRI.txt,1,1,0.5556,inF6_6
NA_35_935_sub235_15_10_male_MSfMRI.txt,1,1,0,inF6_6
NA_37_934_sub137_13_26_female_MSfMRI.txt,1,1,0,inF6_6
NA_37_934_sub237_16_17_male_MSfMRI.txt,1,1,0,inF6_6
NA_38_938_sub138_13_6_female_MSfMRI.txt,1,1,0,inF6_6
NA_38_938_sub238_13_16_male_MSfMRI.txt,1,1,0,inF6_6
NA_4_902_sub104_14_26_female_MSfMRI.txt,1,1,0,inF6_6
NA_4_902_sub204_16_21_male_MSfMRI.txt,1,1,2.7778,inF6_6
NA_6_906_sub106_15_7_female_MSfMRI.txt,1,1,0,inF6_6
NA_6_906_sub206_14_27_male_MSfMRI.txt,1,1,0,inF6_6
NA_7_903_sub107_16_34_female_MSfMRI.txt,1,1,0,inF6_6
NA_7_903_sub207_14_19_male_MSfMRI.txt,1,1,0,inF6_6
MS_1_904_sub201_13_38_male_MSfMRI.txt,1,2,0.1111,inF7_5
MS_11_909_sub211_15_23_male_MSfMRI.txt,1,2,0,inF7_5
MS_13_916_sub213_14_10_male_MSfMRI.txt,1,2,0,inF7_5
MS_16_913_sub216_13_26_male_MSfMRI.txt,1,2,0,inF7_5
MS_17_920_sub217_15_17_male_MSfMRI.txt,1,2,0,inF7_5
MS_19_917_sub219_13_16_male_MSfMRI.txt,1,2,0.5556,inF7_5
MS_21_924_sub221_13_20_male_MSfMRI.txt,1,2,0,inF7_5
MS_24_921_sub224_14_18_male_MSfMRI.txt,1,2,0,inF7_5
MS_26_928_sub226_16_9_male_MSfMRI.txt,1,2,0,inF7_5
MS_28_925_sub228_16_10_male_MSfMRI.txt,1,2,0,inF7_5
MS_3_901_sub203_15_22_male_MSfMRI.txt,1,2,0.2222,inF7_5
MS_30_932_sub230_10_22_male_MSfMRI.txt,1,2,0,inF7_5
MS_32_929_sub232_14_23_male_MSfMRI.txt,1,2,0.1111,inF7_5
MS_36_933_sub236_15_20_male_MSfMRI.txt,1,2,2,inF7_5
MS_39_937_sub239_14_14_male_MSfMRI.txt,1,2,0.6667,inF7_5
MS_40_936_sub240_16_8_male_MSfMRI.txt,1,2,0.1111,inF7_5
MS_5_908_sub205_15_10_male_MSfMRI.txt,1,2,0.3333,inF7_5
MS_8_905_sub208_16_19_male_MSfMRI.txt,1,2,0,inF7_5
MS_9_912_sub209_16_6_male_MSfMRI.txt,1,2,0.1111,inF7_5
NA_10_915_sub110_16_43_female_MSfMRI.txt,1,2,1.4444,inF7_5
NA_10_915_sub210_13_13_male_MSfMRI.txt,1,2,0.3333,inF7_5
NA_12_910_sub112_13_11_female_MSfMRI.txt,1,2,0,inF7_5
NA_12_910_sub212_13_30_male_MSfMRI.txt,1,2,0,inF7_5
NA_14_914_sub114_14_5_female_MSfMRI.txt,1,2,0.6667,inF7_5
NA_14_914_sub214_14_22_male_MSfMRI.txt,1,2,0,inF7_5
NA_15_911_sub115_15_54_female_MSfMRI.txt,1,2,0.1111,inF7_5
NA_18_923_sub118_11_10_female_MSfMRI.txt,1,2,1.2222,inF7_5
NA_18_923_sub218_16_12_male_MSfMRI.txt,1,2,0.2222,inF7_5
NA_2_907_sub102_13_2_female_MSfMRI.txt,1,2,0.3333,inF7_5
NA_2_907_sub202_14_24_male_MSfMRI.txt,1,2,2,inF7_5
NA_20_918_sub120_13_46_female_MSfMRI.txt,1,2,0.3333,inF7_5
NA_20_918_sub220_14_12_male_MSfMRI.txt,1,2,0.2222,inF7_5
NA_22_922_sub122_15_27_female_MSfMRI.txt,1,2,0.6667,inF7_5
NA_22_922_sub222_13_22_male_MSfMRI.txt,1,2,0,inF7_5
NA_23_919_sub223_14_17_male_MSfMRI.txt,1,2,1.4444,inF7_5
NA_25_931_sub125_13_15_female_MSfMRI.txt,1,2,2.5556,inF7_5
NA_25_931_sub225_15_12_male_MSfMRI.txt,1,2,0,inF7_5
NA_27_926_sub127_13_54_female_MSfMRI.txt,1,2,0,inF7_5
NA_27_926_sub227_15_14_male_MSfMRI.txt,1,2,1.6667,inF7_5
NA_29_930_sub129_14_45_female_MSfMRI.txt,1,2,0,inF7_5
NA_29_930_sub229_13_27_male_MSfMRI.txt,1,2,0,inF7_5
NA_31_927_sub131_14_55_female_MSfMRI.txt,1,2,0,inF7_5
NA_31_927_sub231_9_21_male_MSfMRI.txt,1,2,0.1111,inF7_5
NA_33_939_sub133_14_7_female_MSfMRI.txt,1,2,1.3333,inF7_5
NA_33_939_sub233_11_21_male_MSfMRI.txt,1,2,2.2222,inF7_5
NA_35_935_sub135_16_36_female_MSfMRI.txt,1,2,0.5556,inF7_5
NA_35_935_sub235_15_10_male_MSfMRI.txt,1,2,0.3333,inF7_5
NA_37_934_sub137_13_26_female_MSfMRI.txt,1,2,0,inF7_5
NA_37_934_sub237_16_17_male_MSfMRI.txt,1,2,2,inF7_5
NA_38_938_sub138_13_6_female_MSfMRI.txt,1,2,0.1111,inF7_5
NA_38_938_sub238_13_16_male_MSfMRI.txt,1,2,0,inF7_5
NA_4_902_sub104_14_26_female_MSfMRI.txt,1,2,0,inF7_5
NA_4_902_sub204_16_21_male_MSfMRI.txt,1,2,3.8889,inF7_5
NA_6_906_sub106_15_7_female_MSfMRI.txt,1,2,0,inF7_5
NA_6_906_sub206_14_27_male_MSfMRI.txt,1,2,2,inF7_5
NA_7_903_sub107_16_34_female_MSfMRI.txt,1,2,0.1111,inF7_5
NA_7_903_sub207_14_19_male_MSfMRI.txt,1,2,0,inF7_5
MS_1_904_sub201_13_38_male_MSfMRI.txt,2,1,0,outF6_6
MS_11_909_sub211_15_23_male_MSfMRI.txt,2,1,0,outF6_6
MS_13_916_sub213_14_10_male_MSfMRI.txt,2,1,0,outF6_6
MS_16_913_sub216_13_26_male_MSfMRI.txt,2,1,0,outF6_6
MS_17_920_sub217_15_17_male_MSfMRI.txt,2,1,1.7778,outF6_6
MS_19_917_sub219_13_16_male_MSfMRI.txt,2,1,0,outF6_6
MS_21_924_sub221_13_20_male_MSfMRI.txt,2,1,1.8889,outF6_6
MS_24_921_sub224_14_18_male_MSfMRI.txt,2,1,1.8889,outF6_6
MS_26_928_sub226_16_9_male_MSfMRI.txt,2,1,0,outF6_6
MS_28_925_sub228_16_10_male_MSfMRI.txt,2,1,0,outF6_6
MS_3_901_sub203_15_22_male_MSfMRI.txt,2,1,0.3333,outF6_6
MS_30_932_sub230_10_22_male_MSfMRI.txt,2,1,0,outF6_6
MS_32_929_sub232_14_23_male_MSfMRI.txt,2,1,0,outF6_6
MS_36_933_sub236_15_20_male_MSfMRI.txt,2,1,1,outF6_6
MS_39_937_sub239_14_14_male_MSfMRI.txt,2,1,0.1111,outF6_6
MS_40_936_sub240_16_8_male_MSfMRI.txt,2,1,0,outF6_6
MS_5_908_sub205_15_10_male_MSfMRI.txt,2,1,4.1111,outF6_6
MS_8_905_sub208_16_19_male_MSfMRI.txt,2,1,0,outF6_6
MS_9_912_sub209_16_6_male_MSfMRI.txt,2,1,0.1111,outF6_6
NA_10_915_sub110_16_43_female_MSfMRI.txt,2,1,0.1111,outF6_6
NA_10_915_sub210_13_13_male_MSfMRI.txt,2,1,1.5556,outF6_6
NA_12_910_sub112_13_11_female_MSfMRI.txt,2,1,0,outF6_6
NA_12_910_sub212_13_30_male_MSfMRI.txt,2,1,0,outF6_6
NA_14_914_sub114_14_5_female_MSfMRI.txt,2,1,1.5556,outF6_6
NA_14_914_sub214_14_22_male_MSfMRI.txt,2,1,0,outF6_6
NA_15_911_sub115_15_54_female_MSfMRI.txt,2,1,0,outF6_6
NA_18_923_sub118_11_10_female_MSfMRI.txt,2,1,0.1111,outF6_6
NA_18_923_sub218_16_12_male_MSfMRI.txt,2,1,2.2222,outF6_6
NA_2_907_sub102_13_2_female_MSfMRI.txt,2,1,0.1111,outF6_6
NA_2_907_sub202_14_24_male_MSfMRI.txt,2,1,0,outF6_6
NA_20_918_sub120_13_46_female_MSfMRI.txt,2,1,2.3333,outF6_6
NA_20_918_sub220_14_12_male_MSfMRI.txt,2,1,1.1111,outF6_6
NA_22_922_sub122_15_27_female_MSfMRI.txt,2,1,1.1111,outF6_6
NA_22_922_sub222_13_22_male_MSfMRI.txt,2,1,2,outF6_6
NA_23_919_sub223_14_17_male_MSfMRI.txt,2,1,0,outF6_6
NA_25_931_sub125_13_15_female_MSfMRI.txt,2,1,3.2222,outF6_6
NA_25_931_sub225_15_12_male_MSfMRI.txt,2,1,1.6667,outF6_6
NA_27_926_sub127_13_54_female_MSfMRI.txt,2,1,2.2222,outF6_6
NA_27_926_sub227_15_14_male_MSfMRI.txt,2,1,0,outF6_6
NA_29_930_sub129_14_45_female_MSfMRI.txt,2,1,0.1111,outF6_6
NA_29_930_sub229_13_27_male_MSfMRI.txt,2,1,0,outF6_6
NA_31_927_sub131_14_55_female_MSfMRI.txt,2,1,2.2222,outF6_6
NA_31_927_sub231_9_21_male_MSfMRI.txt,2,1,0,outF6_6
NA_33_939_sub133_14_7_female_MSfMRI.txt,2,1,0,outF6_6
NA_33_939_sub233_11_21_male_MSfMRI.txt,2,1,0.1111,outF6_6
NA_35_935_sub135_16_36_female_MSfMRI.txt,2,1,0.6667,outF6_6
NA_35_935_sub235_15_10_male_MSfMRI.txt,2,1,0,outF6_6
NA_37_934_sub137_13_26_female_MSfMRI.txt,2,1,0,outF6_6
NA_37_934_sub237_16_17_male_MSfMRI.txt,2,1,0,outF6_6
NA_38_938_sub138_13_6_female_MSfMRI.txt,2,1,1.4444,outF6_6
NA_38_938_sub238_13_16_male_MSfMRI.txt,2,1,0,outF6_6
NA_4_902_sub104_14_26_female_MSfMRI.txt,2,1,5,outF6_6
NA_4_902_sub204_16_21_male_MSfMRI.txt,2,1,2.1111,outF6_6
NA_6_906_sub106_15_7_female_MSfMRI.txt,2,1,0,outF6_6
NA_6_906_sub206_14_27_male_MSfMRI.txt,2,1,0,outF6_6
NA_7_903_sub107_16_34_female_MSfMRI.txt,2,1,0,outF6_6
NA_7_903_sub207_14_19_male_MSfMRI.txt,2,1,0.2222,outF6_6
MS_1_904_sub201_13_38_male_MSfMRI.txt,2,2,0.2222,outF7_5
MS_11_909_sub211_15_23_male_MSfMRI.txt,2,2,0.4444,outF7_5
MS_13_916_sub213_14_10_male_MSfMRI.txt,2,2,0,outF7_5
MS_16_913_sub216_13_26_male_MSfMRI.txt,2,2,0,outF7_5
MS_17_920_sub217_15_17_male_MSfMRI.txt,2,2,1.7778,outF7_5
MS_19_917_sub219_13_16_male_MSfMRI.txt,2,2,1.6667,outF7_5
MS_21_924_sub221_13_20_male_MSfMRI.txt,2,2,2,outF7_5
MS_24_921_sub224_14_18_male_MSfMRI.txt,2,2,2,outF7_5
MS_26_928_sub226_16_9_male_MSfMRI.txt,2,2,0.1111,outF7_5
MS_28_925_sub228_16_10_male_MSfMRI.txt,2,2,0,outF7_5
MS_3_901_sub203_15_22_male_MSfMRI.txt,2,2,0,outF7_5
MS_30_932_sub230_10_22_male_MSfMRI.txt,2,2,0,outF7_5
MS_32_929_sub232_14_23_male_MSfMRI.txt,2,2,0.2222,outF7_5
MS_36_933_sub236_15_20_male_MSfMRI.txt,2,2,3,outF7_5
MS_39_937_sub239_14_14_male_MSfMRI.txt,2,2,1.6667,outF7_5
MS_40_936_sub240_16_8_male_MSfMRI.txt,2,2,0.3333,outF7_5
MS_5_908_sub205_15_10_male_MSfMRI.txt,2,2,3.6667,outF7_5
MS_8_905_sub208_16_19_male_MSfMRI.txt,2,2,1.8889,outF7_5
MS_9_912_sub209_16_6_male_MSfMRI.txt,2,2,0.6667,outF7_5
NA_10_915_sub110_16_43_female_MSfMRI.txt,2,2,1.2222,outF7_5
NA_10_915_sub210_13_13_male_MSfMRI.txt,2,2,1.5556,outF7_5
NA_12_910_sub112_13_11_female_MSfMRI.txt,2,2,0,outF7_5
NA_12_910_sub212_13_30_male_MSfMRI.txt,2,2,0,outF7_5
NA_14_914_sub114_14_5_female_MSfMRI.txt,2,2,2,outF7_5
NA_14_914_sub214_14_22_male_MSfMRI.txt,2,2,0,outF7_5
NA_15_911_sub115_15_54_female_MSfMRI.txt,2,2,0.1111,outF7_5
NA_18_923_sub118_11_10_female_MSfMRI.txt,2,2,1.6667,outF7_5
NA_18_923_sub218_16_12_male_MSfMRI.txt,2,2,2.3333,outF7_5
NA_2_907_sub102_13_2_female_MSfMRI.txt,2,2,1.4444,outF7_5
NA_2_907_sub202_14_24_male_MSfMRI.txt,2,2,2,outF7_5
NA_20_918_sub120_13_46_female_MSfMRI.txt,2,2,2.5556,outF7_5
NA_20_918_sub220_14_12_male_MSfMRI.txt,2,2,1.6667,outF7_5
NA_22_922_sub122_15_27_female_MSfMRI.txt,2,2,1.7778,outF7_5
NA_22_922_sub222_13_22_male_MSfMRI.txt,2,2,1.8889,outF7_5
NA_23_919_sub223_14_17_male_MSfMRI.txt,2,2,1.8889,outF7_5
NA_25_931_sub125_13_15_female_MSfMRI.txt,2,2,3.7778,outF7_5
NA_25_931_sub225_15_12_male_MSfMRI.txt,2,2,2,outF7_5
NA_27_926_sub127_13_54_female_MSfMRI.txt,2,2,2.6667,outF7_5
NA_27_926_sub227_15_14_male_MSfMRI.txt,2,2,1.4444,outF7_5
NA_29_930_sub129_14_45_female_MSfMRI.txt,2,2,1.2222,outF7_5
NA_29_930_sub229_13_27_male_MSfMRI.txt,2,2,0,outF7_5
NA_31_927_sub131_14_55_female_MSfMRI.txt,2,2,1.6667,outF7_5
NA_31_927_sub231_9_21_male_MSfMRI.txt,2,2,0.1111,outF7_5
NA_33_939_sub133_14_7_female_MSfMRI.txt,2,2,1.8889,outF7_5
NA_33_939_sub233_11_21_male_MSfMRI.txt,2,2,1.8889,outF7_5
NA_35_935_sub135_16_36_female_MSfMRI.txt,2,2,0.4444,outF7_5
NA_35_935_sub235_15_10_male_MSfMRI.txt,2,2,1.4444,outF7_5
NA_37_934_sub137_13_26_female_MSfMRI.txt,2,2,0,outF7_5
NA_37_934_sub237_16_17_male_MSfMRI.txt,2,2,3.8889,outF7_5
NA_38_938_sub138_13_6_female_MSfMRI.txt,2,2,1.8889,outF7_5
NA_38_938_sub238_13_16_male_MSfMRI.txt,2,2,0.3333,outF7_5
NA_4_902_sub104_14_26_female_MSfMRI.txt,2,2,5.4444,outF7_5
NA_4_902_sub204_16_21_male_MSfMRI.txt,2,2,1.6667,outF7_5
NA_6_906_sub106_15_7_female_MSfMRI.txt,2,2,0.2222,outF7_5
NA_6_906_sub206_14_27_male_MSfMRI.txt,2,2,2,outF7_5
NA_7_903_sub107_16_34_female_MSfMRI.txt,2,2,0,outF7_5
NA_7_903_sub207_14_19_male_MSfMRI.txt,2,2,0,outF7_5
MS_1_904_sub201_13_38_male_MSfMRI.txt,1,3,1.8889,inUF9_3
MS_11_909_sub211_15_23_male_MSfMRI.txt,1,3,1.4444,inUF9_3
MS_13_916_sub213_14_10_male_MSfMRI.txt,1,3,0,inUF9_3
MS_16_913_sub216_13_26_male_MSfMRI.txt,1,3,4,inUF9_3
MS_17_920_sub217_15_17_male_MSfMRI.txt,1,3,0,inUF9_3
